id;group;subgroup;germanName;latinName;habitat;distribution;rarity
saeugetier_alpenspitzmaus;Säugetiere;Spitzmäuse;Alpenspitzmaus;Sorex alpinus;;;
saeugetier_wasserspitzmaus;Säugetiere;Spitzmäuse;Wasserspitzmaus;Neomys fodiens;;;
saeugetier_sumpfspitzmaus;Säugetiere;Spitzmäuse;Sumpfspitzmaus;Neomys anomalus;;;
saeugetier_grosse_hufeisennase;Säugetiere;Fledermäuse;Grosse Hufeisennase;Rhinolophus ferrumequinum;;;
saeugetier_kleine_hufeisennase;Säugetiere;Fledermäuse;Kleine Hufeisennase;Rhinolophus hipposideros;;;
saeugetier_langfluegelfledermaus;Säugetiere;Fledermäuse;Langflügelfledermaus;Miniopterus schreibersii;;;
saeugetier_grosses_mausohr;Säugetiere;Fledermäuse;Grosses Mausohr;Myotis myotis;;;
saeugetier_kleines_mausohr;Säugetiere;Fledermäuse;Kleines Mausohr;Myotis blythii;;;
saeugetier_wimperfledermaus;Säugetiere;Fledermäuse;Wimperfledermaus;Myotis emarginatus;;;
saeugetier_bechsteinfledermaus;Säugetiere;Fledermäuse;Bechsteinfledermaus;Myotis bechsteinii;;;
saeugetier_fransenfledermaus;Säugetiere;Fledermäuse;Fransenfledermaus;Myotis nattereri;;;
saeugetier_brandtfledermaus;Säugetiere;Fledermäuse;Brandtfledermaus;Myotis brandtii;;;
saeugetier_kleine_bartfledermaus;Säugetiere;Fledermäuse;Kleine Bartfledermaus;Myotis mystacinus;;;
saeugetier_nymphenfledermaus;Säugetiere;Fledermäuse;Nymphenfledermaus;Myotis alcathoe;;;
saeugetier_wasserfledermaus;Säugetiere;Fledermäuse;Wasserfledermaus;Myotis daubentonii;;;
saeugetier_teichfledermaus;Säugetiere;Fledermäuse;Teichfledermaus;Myotis dasycneme;;;
saeugetier_mopsfledermaus;Säugetiere;Fledermäuse;Mopsfledermaus;Barbastella barbastellus;;;
saeugetier_nordfledermaus;Säugetiere;Fledermäuse;Nordfledermaus;Eptesicus nilssonii;;;
saeugetier_breitfluegelfledermaus;Säugetiere;Fledermäuse;Breitflügelfledermaus;Eptesicus serotinus;;;
saeugetier_zweifarbfledermaus;Säugetiere;Fledermäuse;Zweifarbfledermaus;Vespertilio murinus;;;
saeugetier_alpenfledermaus;Säugetiere;Fledermäuse;Alpenfledermaus;Hypsugo savii;;;
saeugetier_weissrandfledermaus;Säugetiere;Fledermäuse;Weissrandfledermaus;Pipistrellus kuhlii;;;
saeugetier_zwergfledermaus;Säugetiere;Fledermäuse;Zwergfledermaus;Pipistrellus pipistrellus;;;
saeugetier_mueckenfledermaus;Säugetiere;Fledermäuse;Mückenfledermaus;Pipistrellus pygmaeus;;;
saeugetier_rauhautfledermaus;Säugetiere;Fledermäuse;Rauhautfledermaus;Pipistrellus nathusii;;;
saeugetier_abendsegler;Säugetiere;Fledermäuse;Abendsegler;Nyctalus noctula;;;
saeugetier_kleinabendsegler;Säugetiere;Fledermäuse;Kleinabendsegler;Nyctalus leisleri;;;
saeugetier_riesenabendsegler;Säugetiere;Fledermäuse;Riesenabendsegler;Nyctalus lasiopterus;;;
saeugetier_braunes_langohr;Säugetiere;Fledermäuse;Braunes Langohr;Plecotus auritus;;;
saeugetier_graues_langohr;Säugetiere;Fledermäuse;Graüs Langohr;Plecotus austriacus;;;
saeugetier_feldhase;Säugetiere;Hasenartige;Feldhase;Lepus europaeus;;;
saeugetier_schneehase;Säugetiere;Hasenartige;Schneehase;Lepus timidus;;;
saeugetier_wildkaninchen;Säugetiere;Hasenartige;Wildkaninchen;Oryctolagus cuniculus;;;
saeugetier_eichhoernchen;Säugetiere;Hörnchenverwandte;Eichhörnchen;Sciurus vulgaris;;;
saeugetier_sibirisches_streifenhoernchen;Säugetiere;Hörnchenverwandte;Sibirisches Streifenhörnchen;Tamias sibiricus;;;
saeugetier_alpenmurmeltier;Säugetiere;Hörnchenverwandte;Alpenmurmeltier;Marmota marmota;;;
saeugetier_europaeischer_biber;Säugetiere;Biberverwandte;Europäischer Biber;Castor fiber;;;
saeugetier_bisamratte;Säugetiere;Biberverwandte;Bisamratte;Ondatra zibethicus;;;
saeugetier_nutria;Säugetiere;Biberverwandte;Nutria;Myocastor coypus;;;
saeugetier_siebenschlaefer;Säugetiere;Schlafmäuse;Siebenschläfer;Glis glis;;;
saeugetier_gartenschlaefer;Säugetiere;Schlafmäuse;Gartenschläfer;Eliomys quercinus;;;
saeugetier_haselmaus;Säugetiere;Schlafmäuse;Haselmaus;Muscardinus avellanarius;;;
saeugetier_baumschlaefer;Säugetiere;Schlafmäuse;Baumschläfer;Dryomys nitedula;;;
saeugetier_brandmaus;Säugetiere;Mäuseverwandte;Brandmaus;Apodemus agrarius;;;
saeugetier_gelbhalsmaus;Säugetiere;Mäuseverwandte;Gelbhalsmaus;Apodemus flavicollis;;;
saeugetier_waldmaus;Säugetiere;Mäuseverwandte;Waldmaus;Apodemus sylvaticus;;;
saeugetier_zwergmaus;Säugetiere;Mäuseverwandte;Zwergmaus;Micromys minutus;;;
saeugetier_hausmaus;Säugetiere;Mäuseverwandte;Hausmaus;Mus musculus;;;
saeugetier_hausratte;Säugetiere;Mäuseverwandte;Hausratte;Rattus rattus;;;
saeugetier_wanderratte;Säugetiere;Mäuseverwandte;Wanderratte;Rattus norvegicus;;;
saeugetier_feldhamster;Säugetiere;Hamsterverwandte;Feldhamster;Cricetus cricetus;;;
saeugetier_roetelmaus;Säugetiere;Wühlmäuse;Rötelmaus;Myodes glareolus;;;
saeugetier_feldmaus;Säugetiere;Wühlmäuse;Feldmaus;Microtus arvalis;;;
saeugetier_erdmaus;Säugetiere;Wühlmäuse;Erdmaus;Microtus agrestis;;;
saeugetier_nordische_wuehlmaus;Säugetiere;Wühlmäuse;Nordische Wühlmaus;Microtus oeconomus;;;
saeugetier_kurzohrmaus;Säugetiere;Wühlmäuse;Kurzohrmaus;Microtus subterraneus;;;
saeugetier_bayerische_kurzohrmaus;Säugetiere;Wühlmäuse;Bayerische Kurzohrmaus;Microtus bavaricus;;;
saeugetier_schneemaus;Säugetiere;Wühlmäuse;Schneemaus;Chionomys nivalis;;;
saeugetier_ostschermaus;Säugetiere;Wühlmäuse;Ostschermaus;Arvicola amphibius;;;
saeugetier_gebirgsschermaus;Säugetiere;Wühlmäuse;Gebirgsschermaus;Arvicola scherman;;;
saeugetier_wolf;Säugetiere;Hundeartige;Wolf;Canis lupus;;;
saeugetier_rotfuchs;Säugetiere;Hundeartige;Rotfuchs;Vulpes vulpes;;;
saeugetier_goldschakal;Säugetiere;Hundeartige;Goldschakal;Canis aureus;;;
saeugetier_marderhund;Säugetiere;Hundeartige;Marderhund;Nyctereutes procyonoides;;;
saeugetier_waschbaer;Säugetiere;Waschbären;Waschbär;Procyon lotor;;;
saeugetier_braunbaer;Säugetiere;Bären;Braunbär;Ursus arctos;;;
saeugetier_dachs;Säugetiere;Marderverwandte;Dachs;Meles meles;;;
saeugetier_steinmarder;Säugetiere;Marderverwandte;Steinmarder;Martes foina;;;
saeugetier_baummarder;Säugetiere;Marderverwandte;Baummarder;Martes martes;;;
saeugetier_iltis;Säugetiere;Marderverwandte;Iltis;Mustela putorius;;;
saeugetier_europaeischer_nerz;Säugetiere;Marderverwandte;Europäischer Nerz;Mustela lutreola;;;
saeugetier_amerikanischer_nerz;Säugetiere;Marderverwandte;Amerikanischer Nerz;Neogale vison;;;
saeugetier_hermelin;Säugetiere;Marderverwandte;Hermelin;Mustela erminea;;;
saeugetier_mauswiesel;Säugetiere;Marderverwandte;Mauswiesel;Mustela nivalis;;;
saeugetier_fischotter;Säugetiere;Marderverwandte;Fischotter;Lutra lutra;;;
saeugetier_wildkatze;Säugetiere;Katzenartige;Wildkatze;Felis silvestris;;;
saeugetier_hauskatze;Säugetiere;Katzenartige;Hauskatze;Felis catus;;;
saeugetier_luchs;Säugetiere;Katzenartige;Luchs;Lynx lynx;;;
saeugetier_seehund;Säugetiere;Robben;Seehund;Phoca vitulina;;;
saeugetier_kegelrobbe;Säugetiere;Robben;Kegelrobbe;Halichoerus grypus;;;
saeugetier_ringelrobbe;Säugetiere;Robben;Ringelrobbe;Pusa hispida;;;
saeugetier_schweinswal;Säugetiere;Wale und Delfine;Schweinswal;Phocoena phocoena;;;
saeugetier_grosser_tuemmler;Säugetiere;Wale und Delfine;Grosser Tümmler;Tursiops truncatus;;;
saeugetier_gemeiner_delfin;Säugetiere;Wale und Delfine;Gemeiner Delfin;Delphinus delphis;;;
saeugetier_weissschnauzendelfin;Säugetiere;Wale und Delfine;Weissschnauzendelfin;Lagenorhynchus albirostris;;;
saeugetier_weissseitendelfin;Säugetiere;Wale und Delfine;Weissseitendelfin;Lagenorhynchus acutus;;;
saeugetier_risso_delfin;Säugetiere;Wale und Delfine;Risso-Delfin;Grampus griseus;;;
saeugetier_streifendelfin;Säugetiere;Wale und Delfine;Streifendelfin;Stenella coeruleoalba;;;
saeugetier_rundkopfdelfin;Säugetiere;Wale und Delfine;Rundkopfdelfin;Globicephala melas;;;
saeugetier_orca;Säugetiere;Wale und Delfine;Orca;Orcinus orca;;;
saeugetier_zwergwal;Säugetiere;Wale und Delfine;Zwergwal;Balaenoptera acutorostrata;;;
saeugetier_finnwal;Säugetiere;Wale und Delfine;Finnwal;Balaenoptera physalus;;;
saeugetier_buckelwal;Säugetiere;Wale und Delfine;Buckelwal;Megaptera novaeangliae;;;
saeugetier_pottwal;Säugetiere;Wale und Delfine;Pottwal;Physeter macrocephalus;;;
saeugetier_cuvier_schnabelwal;Säugetiere;Wale und Delfine;Cuvier-Schnabelwal;Ziphius cavirostris;;;
saeugetier_nordlicher_entenwal;Säugetiere;Wale und Delfine;Nördlicher Entenwal;Hyperoodon ampullatus;;;
saeugetier_reh;Säugetiere;Paarhufer;Reh;Capreolus capreolus;;;
saeugetier_rothirsch;Säugetiere;Paarhufer;Rothirsch;Cervus elaphus;;;
saeugetier_damhirsch;Säugetiere;Paarhufer;Damhirsch;Dama dama;;;
saeugetier_sikahirsch;Säugetiere;Paarhufer;Sikahirsch;Cervus nippon;;;
saeugetier_elch;Säugetiere;Paarhufer;Elch;Alces alces;;;
saeugetier_mufflon;Säugetiere;Paarhufer;Mufflon;Ovis gmelini musimon;;;
saeugetier_gaemse;Säugetiere;Paarhufer;Gämse;Rupicapra rupicapra;;;
saeugetier_alpensteinbock;Säugetiere;Paarhufer;Alpensteinbock;Capra ibex;;;
saeugetier_wisent;Säugetiere;Paarhufer;Wisent;Bison bonasus;;;
saeugetier_wildschwein;Säugetiere;Paarhufer;Wildschwein;Sus scrofa;;;
fisch_blei;Fische;Süsswasserfische und Neunaugen;Blei;Abramis brama;;;
fisch_schneider;Fische;Süsswasserfische und Neunaugen;Schneider;Alburnoides bipunctatus;;;
fisch_ukelei;Fische;Süsswasserfische und Neunaugen;Ukelei;Alburnus alburnus;;;
fisch_seelaube;Fische;Süsswasserfische und Neunaugen;Seelaube;Alburnus mento;;;
fisch_maifisch;Fische;Süsswasserfische und Neunaugen;Maifisch;Alosa alosa;;;
fisch_schwarzer_katzenwels;Fische;Süsswasserfische und Neunaugen;Schwarzer Katzenwels;Ameiurus melas;;;
fisch_brauner_katzenwels;Fische;Süsswasserfische und Neunaugen;Brauner Katzenwels;Ameiurus nebulosus;;;
fisch_nackthalsgrundel;Fische;Süsswasserfische und Neunaugen;Nackthalsgrundel;Babka gymnotrachelus;;;
fisch_zope;Fische;Süsswasserfische und Neunaugen;Zope;Ballerus ballerus;;;
fisch_zobel;Fische;Süsswasserfische und Neunaugen;Zobel;Ballerus sapa;;;
fisch_bachschmerle;Fische;Süsswasserfische und Neunaugen;Bachschmerle;Barbatula barbatula;;;
fisch_barbe;Fische;Süsswasserfische und Neunaugen;Barbe;Barbus barbus;;;
fisch_guester;Fische;Süsswasserfische und Neunaugen;Güster;Blicca bjoerkna;;;
fisch_goldfisch_komplex;Fische;Süsswasserfische und Neunaugen;Goldfisch-Komplex;Carassius auratus-Komplex;;;
fisch_goldfisch;Fische;Süsswasserfische und Neunaugen;Goldfisch;Carassius auratus;;;
fisch_kleine_maraene;Fische;Süsswasserfische und Neunaugen;Kleine Maräne;Coregonus albula;;;
fisch_sandfelchen;Fische;Süsswasserfische und Neunaugen;Sandfelchen;Coregonus arenicolus;;;
fisch_ammersee_kilch;Fische;Süsswasserfische und Neunaugen;Ammersee-Kilch;Coregonus bavaricus;;;
fisch_fontane_maraene;Fische;Süsswasserfische und Neunaugen;Fontane-Maräne;Coregonus fontanae;;;
fisch_bodensee_kilch;Fische;Süsswasserfische und Neunaugen;Bodensee-Kilch;Coregonus gutturosus;;;
fisch_chiemsee_renke;Fische;Süsswasserfische und Neunaugen;Chiemsee-Renke;Coregonus hoferi;;;
fisch_schaalsee_maraene;Fische;Süsswasserfische und Neunaugen;Schaalsee-Maräne;Coregonus holsatus;;;
fisch_luzin_maraene;Fische;Süsswasserfische und Neunaugen;Luzin-Maräne;Coregonus lucinensis;;;
fisch_gangfisch;Fische;Süsswasserfische und Neunaugen;Gangfisch;Coregonus macrophthalmus;;;
fisch_ostsee_schnaepel;Fische;Süsswasserfische und Neunaugen;Ostsee-Schnäpel;Coregonus maraena;;;
fisch_giebel;Fische;Süsswasserfische und Neunaugen;Giebel;Carassius gibelio;;;
fisch_ginbuna;Fische;Süsswasserfische und Neunaugen;Ginbuna;Carassius langsdorfii;;;
fisch_karausche;Fische;Süsswasserfische und Neunaugen;Karausche;Carassius carassius;;;
fisch_nase;Fische;Süsswasserfische und Neunaugen;Nase;Chondrostoma nasus;;;
fisch_italienischer_steinbeisser;Fische;Süsswasserfische und Neunaugen;Italienischer Steinbeisser;Cobitis bilineata;;;
fisch_donau_steinbeisser;Fische;Süsswasserfische und Neunaugen;Donau-Steinbeisser;Cobitis elongatoides;;;
fisch_steinbeisser;Fische;Süsswasserfische und Neunaugen;Steinbeisser;Cobitis taenia;;;
fisch_peipus_maraene;Fische;Süsswasserfische und Neunaugen;Peipus-Maräne;Coregonus maraenoides;;;
fisch_nordsee_schnaepel;Fische;Süsswasserfische und Neunaugen;Nordsee-Schnäpel;Coregonus oxyrinchus;;;
fisch_peled_maraene;Fische;Süsswasserfische und Neunaugen;Peled-Maräne;Coregonus peled;;;
fisch_starnberger_renke;Fische;Süsswasserfische und Neunaugen;Starnberger Renke;Coregonus renke;;;
fisch_blaufelchen;Fische;Süsswasserfische und Neunaugen;Blaufelchen;Coregonus wartmanni;;;
fisch_buckelmaraene;Fische;Süsswasserfische und Neunaugen;Buckelmaräne;Coregonus widegreni;;;
fisch_koppe;Fische;Süsswasserfische und Neunaugen;Koppe;Cottus gobio;;;
fisch_baltische_koppe;Fische;Süsswasserfische und Neunaugen;Baltische Koppe;Cottus microstomus;;;
fisch_stachel_koppe;Fische;Süsswasserfische und Neunaugen;Stachel-Koppe;Cottus perifretum;;;
fisch_buntflossen_koppe;Fische;Süsswasserfische und Neunaugen;Buntflossen-Koppe;Cottus poecilopus;;;
fisch_rhein_koppe;Fische;Süsswasserfische und Neunaugen;Rhein-Koppe;Cottus rhenanus;;;
fisch_graskarpfen;Fische;Süsswasserfische und Neunaugen;Graskarpfen;Ctenopharyngodon idella;;;
fisch_karpfen;Fische;Süsswasserfische und Neunaugen;Karpfen;Cyprinus carpio;;;
fisch_hecht;Fische;Süsswasserfische und Neunaugen;Hecht;Esox lucius;;;
fisch_donau_bachneunauge;Fische;Süsswasserfische und Neunaugen;Donau-Bachneunauge;Eudontomyzon vladykovi;;;
fisch_dreistachliger_stichling;Fische;Süsswasserfische und Neunaugen;Dreistachliger Stichling;Gasterosteus aculeatus;;;
fisch_gruendling;Fische;Süsswasserfische und Neunaugen;Gründling;Gobio gobio;;;
fisch_ammersee_kaulbarsch;Fische;Süsswasserfische und Neunaugen;Ammersee-Kaulbarsch;Gymnocephalus ambriaelacus;;;
fisch_donau_kaulbarsch;Fische;Süsswasserfische und Neunaugen;Donau-Kaulbarsch;Gymnocephalus baloni;;;
fisch_kaulbarsch;Fische;Süsswasserfische und Neunaugen;Kaulbarsch;Gymnocephalus cernua;;;
fisch_schraetzer;Fische;Süsswasserfische und Neunaugen;Schrätzer;Gymnocephalus schraetser;;;
fisch_huchen;Fische;Süsswasserfische und Neunaugen;Huchen;Hucho hucho;;;
fisch_hausen;Fische;Süsswasserfische und Neunaugen;Hausen;Huso huso;;;
fisch_silberkarpfen;Fische;Süsswasserfische und Neunaugen;Silberkarpfen;Hypophthalmichthys molitrix;;;
fisch_marmorkarpfen;Fische;Süsswasserfische und Neunaugen;Marmorkarpfen;Hypophthalmichthys nobilis;;;
fisch_kaukasische_zwerggrundel;Fische;Süsswasserfische und Neunaugen;Kaukasische Zwerggrundel;Knipowitschia caucasica;;;
fisch_flussneunauge;Fische;Süsswasserfische und Neunaugen;Flussneunauge;Lampetra fluviatilis;;;
fisch_bachneunauge;Fische;Süsswasserfische und Neunaugen;Bachneunauge;Lampetra planeri;;;
fisch_sonnenbarsch;Fische;Süsswasserfische und Neunaugen;Sonnenbarsch;Lepomis gibbosus;;;
fisch_moderlieschen;Fische;Süsswasserfische und Neunaugen;Moderlieschen;Leucaspius delineatus;;;
fisch_rapfen;Fische;Süsswasserfische und Neunaugen;Rapfen;Leuciscus aspius;;;
fisch_aland;Fische;Süsswasserfische und Neunaugen;Aland;Leuciscus idus;;;
fisch_hasel;Fische;Süsswasserfische und Neunaugen;Hasel;Leuciscus leuciscus;;;
fisch_quappe;Fische;Süsswasserfische und Neunaugen;Quappe;Lota lota;;;
fisch_forellenbarsch;Fische;Süsswasserfische und Neunaugen;Forellenbarsch;Micropterus salmoides;;;
fisch_schlammpeitzger;Fische;Süsswasserfische und Neunaugen;Schlammpeitzger;Misgurnus fossilis;;;
fisch_flussgrundel;Fische;Süsswasserfische und Neunaugen;Flussgrundel;Neogobius fluviatilis;;;
fisch_schwarzmundgrundel;Fische;Süsswasserfische und Neunaugen;Schwarzmundgrundel;Neogobius melanostomus;;;
fisch_regenbogenforelle;Fische;Süsswasserfische und Neunaugen;Regenbogenforelle;Oncorhynchus mykiss;;;
fisch_stint;Fische;Süsswasserfische und Neunaugen;Stint;Osmerus eperlanus;;;
fisch_dicker_schlammpeitzger;Fische;Süsswasserfische und Neunaugen;Dicker Schlammpeitzger;Paramisgurnus dabryanus;;;
fisch_ziege;Fische;Süsswasserfische und Neunaugen;Ziege;Pelecus cultratus;;;
fisch_flussbarsch;Fische;Süsswasserfische und Neunaugen;Flussbarsch;Perca fluviatilis;;;
fisch_amurgrundel;Fische;Süsswasserfische und Neunaugen;Amurgrundel;Perccottus glenii;;;
fisch_meerneunauge;Fische;Süsswasserfische und Neunaugen;Meerneunauge;Petromyzon marinus;;;
fisch_donau_elritze;Fische;Süsswasserfische und Neunaugen;Donau-Elritze;Phoxinus csikii;;;
fisch_baltische_elritze;Fische;Süsswasserfische und Neunaugen;Baltische Elritze;Phoxinus marsilii;;;
fisch_mitteldeutsche_elritze;Fische;Süsswasserfische und Neunaugen;Mitteldeutsche Elritze;Phoxinus morella;;;
fisch_fettkopf_elritze;Fische;Süsswasserfische und Neunaugen;Fettkopf-Elritze;Pimephales promelas;;;
fisch_kessler_grundel;Fische;Süsswasserfische und Neunaugen;Kessler-Grundel;Ponticola kessleri;;;
fisch_nasengrundel;Fische;Süsswasserfische und Neunaugen;Nasengrundel;Proterorhinus semilunaris;;;
fisch_blaubandbaerbling;Fische;Süsswasserfische und Neunaugen;Blaubandbärbling;Pseudorasbora parva;;;
fisch_neunstachliger_stichling;Fische;Süsswasserfische und Neunaugen;Neunstachliger Stichling;Pungitius pungitius;;;
fisch_bitterling;Fische;Süsswasserfische und Neunaugen;Bitterling;Rhodeus amarus;;;
fisch_noerdlicher_stromgruendling;Fische;Süsswasserfische und Neunaugen;Nördlicher Stromgründling;Romanogobio belingi;;;
fisch_steingressling;Fische;Süsswasserfische und Neunaugen;Steingressling;Romanogobio uranoscopus;;;
fisch_donau_stromgruendling;Fische;Süsswasserfische und Neunaugen;Donau-Stromgründling;Romanogobio vladykovi;;;
fisch_perlfisch;Fische;Süsswasserfische und Neunaugen;Perlfisch;Rutilus meidingeri;;;
fisch_ploetze;Fische;Süsswasserfische und Neunaugen;Plötze;Rutilus rutilus;;;
fisch_frauennerfling;Fische;Süsswasserfische und Neunaugen;Fraünnerfling;Rutilus virgo;;;
fisch_donau_goldsteinbeisser;Fische;Süsswasserfische und Neunaugen;Donau-Goldsteinbeisser;Sabanejewia balcanica;;;
fisch_baltischer_goldsteinbeisser;Fische;Süsswasserfische und Neunaugen;Baltischer Goldsteinbeisser;Sabanejewia baltica;;;
fisch_lachs;Fische;Süsswasserfische und Neunaugen;Lachs;Salmo salar;;;
fisch_forelle;Fische;Süsswasserfische und Neunaugen;Forelle;Salmo trutta;;;
fisch_ammersee_saibling;Fische;Süsswasserfische und Neunaugen;Ammersee-Saibling;Salvelinus evasus;;;
fisch_bachsaibling;Fische;Süsswasserfische und Neunaugen;Bachsaibling;Salvelinus fontinalis;;;
fisch_tiefseesaibling;Fische;Süsswasserfische und Neunaugen;Tiefseesaibling;Salvelinus profundus;;;
fisch_alpensaibling;Fische;Süsswasserfische und Neunaugen;Alpensaibling;Salvelinus umbla;;;
fisch_zander;Fische;Süsswasserfische und Neunaugen;Zander;Sander lucioperca;;;
fisch_wolga_zander;Fische;Süsswasserfische und Neunaugen;Wolga-Zander;Sander volgensis;;;
fisch_rotfeder;Fische;Süsswasserfische und Neunaugen;Rotfeder;Scardinius erythrophthalmus;;;
fisch_wels;Fische;Süsswasserfische und Neunaugen;Wels;Silurus glanis;;;
fisch_doebel;Fische;Süsswasserfische und Neunaugen;Döbel;Squalius cephalus;;;
fisch_gelber_drachenwels;Fische;Süsswasserfische und Neunaugen;Gelber Drachenwels;Tachysurus sinensis;;;
fisch_stroemer;Fische;Süsswasserfische und Neunaugen;Strömer;Telestes souffia;;;
fisch_aesche;Fische;Süsswasserfische und Neunaugen;äsche;Thymallus thymallus;;;
fisch_schleie;Fische;Süsswasserfische und Neunaugen;Schleie;Tinca tinca;;;
fisch_zaehrte;Fische;Süsswasserfische und Neunaugen;Zährte;Vimba vimba;;;
fisch_streber;Fische;Süsswasserfische und Neunaugen;Streber;Zingel streber;;;
fisch_zingel;Fische;Süsswasserfische und Neunaugen;Zingel;Zingel zingel;;;
fisch_blondrochen;Fische;Meeresfische und Neunaugen;Blondrochen;Raja brachyura;;;
fisch_dornhai;Fische;Meeresfische und Neunaugen;Dornhai;Squalus acanthias;;;
fisch_fleckrochen;Fische;Meeresfische und Neunaugen;Fleckrochen;Raja montagui;;;
fisch_fuchshai;Fische;Meeresfische und Neunaugen;Fuchshai;Alopias vulpinus;;;
fisch_gewoehnlicher_glattrochen;Fische;Meeresfische und Neunaugen;Gewöhnlicher Glattrochen;Dipturus batis;;;
fisch_grosser_glattrochen;Fische;Meeresfische und Neunaugen;Grosser Glattrochen;Dipturus intermedius;;;
fisch_grossgefleckter_katzenhai;Fische;Meeresfische und Neunaugen;Grossgefleckter Katzenhai;Scyliorhinus stellaris;;;
fisch_heringshai;Fische;Meeresfische und Neunaugen;Heringshai;Lamna nasus;;;
fisch_hundshai;Fische;Meeresfische und Neunaugen;Hundshai;Galeorhinus galeus;;;
fisch_kleingefleckter_katzenhai;Fische;Meeresfische und Neunaugen;Kleingefleckter Katzenhai;Scyliorhinus canicula;;;
fisch_kuckucksrochen;Fische;Meeresfische und Neunaugen;Kuckucksrochen;Leucoraja naevus;;;
fisch_nagelrochen;Fische;Meeresfische und Neunaugen;Nagelrochen;Raja clavata;;;
fisch_riesenhai;Fische;Meeresfische und Neunaugen;Riesenhai;Cetorhinus maximus;;;
fisch_stechrochen;Fische;Meeresfische und Neunaugen;Stechrochen;Dasyatis pastinaca;;;
fisch_sternrochen;Fische;Meeresfische und Neunaugen;Sternrochen;Amblyraja radiata;;;
fisch_weissgefleckter_glatthai;Fische;Meeresfische und Neunaugen;Weissgefleckter Glatthai;Mustelus asterias;;;
fisch_aalmutter;Fische;Meeresfische und Neunaugen;Aalmutter;Zoarces viviparus;;;
fisch_adlerfisch;Fische;Meeresfische und Neunaugen;Adlerfisch;Argyrosomus regius;;;
fisch_atlantische_makrele;Fische;Meeresfische und Neunaugen;Atlantische Makrele;Scomber scombrus;;;
fisch_atlantischer_hering;Fische;Meeresfische und Neunaugen;Atlantischer Hering;Clupea harengus;;;
fisch_augenfleck_lippfisch;Fische;Meeresfische und Neunaugen;Augenfleck-Lippfisch;Platichthys solemdali;;;
fisch_blauer_wittling;Fische;Meeresfische und Neunaugen;Blaür Wittling;Micromesistius poutassou;;;
fisch_blaumaeulchen;Fische;Meeresfische und Neunaugen;Blaumäulchen;Helicolenus dactylopterus;;;
fisch_brachsenmakrele;Fische;Meeresfische und Neunaugen;Brachsenmakrele;Brama brama;;;
fisch_butterfisch;Fische;Meeresfische und Neunaugen;Butterfisch;Pholis gunnellus;;;
fisch_dicklippige_meeraesche;Fische;Meeresfische und Neunaugen;Dicklippige Meeräsche;Chelon labrosus;;;
fisch_doggerscharbe;Fische;Meeresfische und Neunaugen;Doggerscharbe;Hippoglossoides platessoides;;;
fisch_dreibaertelige_seequappe;Fische;Meeresfische und Neunaugen;Dreibärtelige Seequappe;Gaidropsarus vulgaris;;;
fisch_duennlippige_meeraesche;Fische;Meeresfische und Neunaugen;Dünnlippige Meeräsche;Chelon ramada;;;
fisch_europaeischer_aal;Fische;Meeresfische und Neunaugen;Europäischer Aal;Anguilla anguilla;;;
fisch_finte;Fische;Meeresfische und Neunaugen;Finte;Alosa fallax;;;
fisch_fleckengrundel;Fische;Meeresfische und Neunaugen;Fleckengrundel;Pomatoschistus pictus;;;
fisch_flunder;Fische;Meeresfische und Neunaugen;Flunder;Platichthys flesus;;;
fisch_fluegelbutt;Fische;Meeresfische und Neunaugen;Flügelbutt;Lepidorhombus whiffiagonis;;;
fisch_franzosendorsch;Fische;Meeresfische und Neunaugen;Franzosendorsch;Trisopterus luscus;;;
fisch_froschdorsch;Fische;Meeresfische und Neunaugen;Froschdorsch;Raniceps raninus;;;
fisch_fuenfbaertelige_seequappe;Fische;Meeresfische und Neunaugen;Fünfbärtelige Seequappe;Ciliata mustela;;;
fisch_gefleckter_grosser_sandaal;Fische;Meeresfische und Neunaugen;Gefleckter Grosser Sandaal;Hyperoplus lanceolatus;;;
fisch_gefleckter_leierfisch;Fische;Meeresfische und Neunaugen;Gefleckter Leierfisch;Callionymus maculatus;;;
fisch_gefleckter_lippfisch;Fische;Meeresfische und Neunaugen;Gefleckter Lippfisch;Labrus bergylta;;;
fisch_gemeiner_seewolf;Fische;Meeresfische und Neunaugen;Gemeiner Seewolf;Anarhichas lupus;;;
fisch_gemeiner_aehrenfisch;Fische;Meeresfische und Neunaugen;Gemeiner ährenfisch;Callionymus lyra;;;
fisch_glasauge;Fische;Meeresfische und Neunaugen;Glasauge;Argentina sphyraena;;;
fisch_glasgrundel;Fische;Meeresfische und Neunaugen;Glasgrundel;Aphia minuta;;;
fisch_glattbutt;Fische;Meeresfische und Neunaugen;Glattbutt;Scophthalmus rhombus;;;
fisch_grasnadel;Fische;Meeresfische und Neunaugen;Grasnadel;Syngnathus typhle;;;
fisch_grauer_knurrhahn;Fische;Meeresfische und Neunaugen;Graür Knurrhahn;Eutrigla gurnardus;;;
fisch_grosse_schlangennadel;Fische;Meeresfische und Neunaugen;Grosse Schlangennadel;Entelurus aequoreus;;;
fisch_grosse_seenadel;Fische;Meeresfische und Neunaugen;Grosse Seenadel;Syngnathus acus;;;
fisch_grosser_scheibenbauch;Fische;Meeresfische und Neunaugen;Grosser Scheibenbauch;Liparis liparis;;;
